id,comment,category,label,note
7808,ami ekjn nariibadii ebng ekhn amar pribarer jnj ranna krar jnj kaj theke badà¦¼i pherar pthe ekti poshak prià¥¤ nariibad amake emn tttbabdhajà¦¼k hte dejà¦¼ ja ami hte caià¥¤,,Positive,
7809,nariibad manei nariir siddhantke smrthn kra!,,Positive,
7810,narii-birodhiira ki janen je emn peshadar sheph ache jara rannar jnj betn pajà¦¼ emn mhilara hjà¦¼? naki eta tader jnj ntun abishkar?,,Neutral,
7811,"ami ekjn nariibadii ebng amar pribar ebng premiker jnj beking pchnd krià¥¤ eta amake krte hbe ble njà¦¼, ami take bhalobasià¥¤",,Positive,
7812,"ami shpth kre blchi, ami mne kri onek lok nariibader binduti mis krche, ja ranna ebng prishkar krar mto moulik dkshtagulike osbiikar na kre purush o mhilader mdhje smtake unniit kra jate prman kra jajà¦¼ je ei dhrner moulik jinisguli smanbhabe bhag kra hjà¦¼ ðŸ¤£",,Positive,
7813,"""nariibadii birodhii"" nariider kon dharna nei je nariibad kià¥¤",,Neutral,
7814,"ami ekjn nariibadii ebng amar rannar dkshtar sathe amar nariibader kono smprk nei ðŸ™ƒ ami majà¦¼er sathe ekmt, eti ekti moulik dkshta ebng apni ekdin eti shikhben ðŸ¤“",,Neutral,
7815,"ranna ekti moulik jiibn dkshta, lingg bhuumika njà¦¼à¥¤",,Positive,
7816,"ami kichu nariibadiider sathe dekha krechi jara ranna krte bisheshbhabe pardrshii nn, emnki jara asle ranna kren na tadero nariibader sathe kon smprk neià¥¤",,Positive,
7817,nariibad mane lingg nirbisheshe manusher sman odhikarà¥¤,,Positive,
7818,"apni jdi 100 jnke jijnasa kren ekjn nariibadii kii, apni 100ti bhinn uttr pabenà¥¤",,Neutral,
7819,"ebng eta mjar karn... odhikangsh shephi purushà¥¤ tai eta shudhu nariir kaj njà¦¼à¥¤ ebng ami ekjn sheph, kintu ami mne kri eti amake sahsii kre toleà¥¤",,Neutral,
7820,"ami ekjn nariibadiià¥¤ ami je kono upajà¦¼e bhalbasa bhag kre nite pchnd kri, ta ranna kra, onjer jtn neojà¦¼a, nijer jtn neojà¦¼a ba amar smprdajà¦¼er jtn neojà¦¼aà¥¤ ranna amar bhalobasar bhashaà¥¤",,Positive,
7821,nariibirodhiira srbda nariibadke boidhta dejà¦¼ ebng emnki etike snght krteo bjrth hjà¦¼à¥¤,,Neutral,
7822,ami ekjn nariibadii ble grbit,,Positive,
7823,nariibad kkhnoi purushder opman kra ucit njà¦¼!,,Positive,
7824,"amader nariibad drkar, kintu amra stjii eti bndh krte pari naà¥¤ kintu eti sbar jnj njà¦¼ ebng sbar jnj smtar prjà¦¼ojn neià¥¤ shudhu samjbad ba smajtntrke prshrjà¦¼ dile clbe naà¥¤ eta khubi moulbadii hjà¦¼e uthecheà¥¤ na manle pristhiti aro kharap hbe!",,Neutral,
7825,eta manushke sthikbhabe bujhte hbeà¥¤ nariibad purush o nariir smtar dharnajà¦¼ bishbas kreà¥¤,,Positive,
7826,"lkshj nariider pdonnti krar smjà¦¼ purushder obnmit kra njà¦¼, brng krmkshetre ebng ghre narii-purusher jnj sman sujog toiri kraà¥¤",,Positive,
7827,apni jdi nariibadii na hn tbe apni ekjn misjinistà¥¤ tumio hte parbe naà¥¤,,Positive,
7828,amio tar sathe ekmtà¥¤ nariibader orth odbhut upajà¦¼e bikà§ƒt hjà¦¼ ebng asle smprk o smajke badhagrst kreà¥¤,,Neutral,
7829,"tini spshtti onj oneker mto nariibad bojhen naà¥¤ nariibad krmkshetre narii-purusher sathe sman sujog, sman betn ebng sman smmaner sathe acrn krcheà¥¤ eti mhilader kaj kra ba na krar siddhanter bishjà¦¼eo: tara kaj krte caile tader badà¦¼ite thakte hbe na ebng er bipriiteà¥¤ apni jdi er sathe ekmt hn tbe apni amar mto ekjn nariibadiià¥¤ ðŸ‘eta khub shj!",,Positive,
7830,"eta shudhu krmkshetre sman sujog smprke njà¦¼à¥¤ nariibad shiksha, sbasthjseba, kaj, rajniiti itjadite sman odhikar sh jiibner skl kshetre sman odhikar smprkeà¥¤",,Positive,
7831,"tumi kii abol - tabol blcho? nariibadiira purushder ghà§ƒna kre na! ami ekjn nariibadii, sukhii bibahit, ebng ami mne kri purushra cmtkar! ami amar jiibne bismjà¦¼kr purush ebng mhila ache! apnar jiibne hjà¦¼to kichu kthin obhijnta hjà¦¼eche, ami apnar mnggl kamna krchià¥¤",,Positive,
7832,"ekjn stjikarer nariibadii kkhno purushder ghà§ƒna kren naà¥¤ karn amra narii-purushke sman hisebe dekhi ebng narii-purusher soundrjer prshngsa krià¥¤ ami kebl amar stj blte pari, ami onjer pkshe ktha blte pari na, tai etike chedà¦¼e deojà¦¼a jakà¥¤",,Positive,
7833,"nariibader karne, tar ei sakshatkare ongshgrhner odhikar rjà¦¼echeà¥¤ purush ebng mhila ubhjà¦¼i jtnshiil ebng prisheba prdankarii hte pareà¥¤ tini tar clccitr theke et orth uparjn kren je seguli nariibad chadà¦¼a uparjn krte pare naà¥¤",,Positive,
7834,purushra emn acrn krte pchnd kre jen grbhabstha sntan jnmdaner ongsh njà¦¼à¥¤ jrajà¦¼u chadà¦¼a ekjn bjkti grbhbtii hte pare naà¥¤ etai parthkjà¥¤ grbhabstha bipjjnkà¥¤ grbhabstha maratmk hte pareà¥¤ grbhabsthajà¦¼ shriirer upr onek cap pdà¦¼eà¥¤ grbhabsthajà¦¼ taka khrc hjà¦¼à¥¤ grbhabstha bednadajà¦¼kà¥¤ grbhabsthar smjà¦¼kal 10 masà¥¤ eguli emn jinis ja apni kkhni onubhb krben na ebng onj karo sathe dekha krte parben naà¥¤ ekhn prjnt,,Neutral,
7835,"na, nirbacnii prishebati bhenge deojà¦¼a ucità¥¤ eta ghtte hbe na. tbe ebar asa jak: nirbacnii dajà¦¼itber jnj ke dajà¦¼ii? oh hjan, purushder.",,Neutral,
7836,ami tar sathe ekmt,,Positive,
7837,eta sbar kache prishkar hojà¦¼a ucit...ðŸ”¥ðŸ’¯,,Neutral,
7838,"ei prshner muul bishjà¦¼ hl pjarenting ebng matà§ƒtber mdhje parthkj, ja nariibad kkhno kkhno bujhte bjrth hjà¦¼à¥¤ muult, ekjn ma hojà¦¼a ekjn siio hojà¦¼ar cejà¦¼e onek bdà¦¼ bhuumikaà¥¤ emn kichu kshetreo chil jekhane eti muuljajà¦¼n ba nishcit kra hjà¦¼nià¥¤ bishber smsjagulor smadhan na hojà¦¼ar etai prdhan karnà¥¤ nariibad matà§ƒtber prti smajer obhelar ekti upjat matrà¥¤",,Neutral,
7839,ami tar ktha blar upajà¦¼ pchnd kri â™¥ï¸,,Positive,
7840,"buddhijiibiider jnj moulik kichu neià¥¤ lokera emn prshn jijnasa krte pare ja tader dà§ƒshtikon theke bojha jajà¦¼ naà¥¤ ""eti moulik"" uttr dijà¦¼e jouktik prshnguli edà¦¼ijà¦¼e jaojà¦¼a mstishke cinta krar ekti moulik ebng trl upajà¦¼à¥¤",,Neutral,
7841,"apni blchen ""amra ta bli na"", bhal, ei nariibadiider beshirbhagi stjii ta ble ðŸ˜‚",,Neutral,
7842,"juktibadii cintar moulik kichu neià¥¤ lokera onuman kre je lokera aladabhabe bas kre ebng bhinn jiibnjapn kre ebng tai tara emn jinisguli nijà¦¼e prshn krte pare ja tader dà§ƒshtikon theke bojha jajà¦¼ naà¥¤ ami jani na prshnta ki chil, kintu jouktik prshn edà¦¼ijà¦¼e jaojà¦¼a karn seguli ""moulik"" karn shktishalii jukti chadà¦¼ai mstishker adim cintaà¥¤ ei elakajà¦¼ tar shktishalii kauntaro neià¥¤ markin juktrashtre (jekhane tini thaken) purushder emn sujog-subidha nei ja nariider neià¥¤ nariira purusher mto sphl hte caile surksha bjbhar krunà¥¤ amar sntan nei, ami emn cheleke bijà¦¼e krb na je sntan cajà¦¼à¥¤ shiirshe uthte ja lage tai krunà¥¤ tumi amar sathe ki krte cao? apni ekhane ja can ta hl bishesh acrn (ja apnar itimdhjei ache), smta njà¦¼à¥¤",,Neutral,
7843,"eti jnan smprke njà¦¼, prshnkrtar nam blar bishjà¦¼eà¥¤ lokera eti jijnasa krche spshtti eti smprke jane ebng smsjatike upeksha krcheà¥¤",,Neutral,
7844,"bah, ami shudhu apnar striir preme pdà¦¼echiðŸ™Œ",,Positive,
7845,"apnar ki badà¦¼i toiri, obkathamo nirman, nrdma prishkar ebng ldà¦¼ai krar kshmta ache? ken apni mejà¦¼era ekmatr siio hte can?",,Neutral,
7846,"hjan, eti et adim je apni eki smjà¦¼e duti jinis krte parben na, ami ekmt",,Neutral,
7847,iishbr tomake rksha kren,,Positive,
7848,bujhte et ksht ken?,,Neutral,
7849,"ogninirbapk, pulish ophisar, samrik sbamiider kach theke uddhà§ƒti smprke ki...",,Neutral,
7850,amra tar bismjà¦¼ narii! amake blun!,,Positive,
7851,"hjan, ekjn ols siio jini krmagt cape thaken ebng jiibne kono sntushti khunje pan naà¥¤ bs babu! ðŸ˜˜",,Positive,
7852,opeksha krun jtkshn na ei lokti bujhte pare je dasprtha bilupt hojà¦¼ar preo kalo manush ekhno orthnoitikbhabe bhogeà¥¤,,Positive,
7853,"amar chele ekti iunijà¦¼n plambar. tader iunijà¦¼ne onek mhila ache, bishesh kre paip phitarà¥¤ tini mhilader sathe kaj kra upbhog kren, bishbas krun ba na krun, tbe tader prajà¦¼shi ekti bhal kajer niiti ebng km natkiijà¦¼ta thakeà¥¤",,Positive,
7854,"narii hok ba purush, sbkichui hte hbe dkshtar bhittiteà¥¤ eta smta!",,Positive,
7855,"thik! ! nariira purush hte cajà¦¼ na, manush hisebe smta cajà¦¼à¥¤",,Positive,
7856,peshadar basketbl khela purushder mto nariider meil â€‹â€‹delibharir jnj eki priman orth prdan kra ucità¥¤,,Positive,
7857,ei pà§ƒthibiite prtjekeri tader nihshrt mtamt ache,,Positive,
7858,se sbe shuru krecheà¥¤ kintu apni jdi ekjn siio ebng ekjn ma hnà¥¤ kaj bhalo hbe naà¥¤ etai bastbta,,Neutral,
7859,ï¿½ï¿½ tumi etta sthik kibhabe hte paro ðŸ¸----,,Positive,
7860,amader purushra onadikal theke eki ktha ble asche ðŸ˜‚ purush ebng mhila alada ðŸ˜‚ðŸ˜‚,,Neutral,
7861,eta khub shj,,Neutral,
7862,.. kintu ken! ami ekjn kthor prishrmii hisabe sbiikà§ƒt hte pchnd kri... ami kiibhabe eti krechi ta jijnasa kra ebng ami ekjn bser mto uttr dite cai...,,Positive,
7863,"ðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥ hubhu! kintu shudhu si sjut ba kshmtar pde njà¦¼, sb streià¥¤ srbnimn theke srbocc smta",,Neutral,
7864,"onek narii netrii rjà¦¼echenà¥¤ eta 1940 er dshk njà¦¼à¥¤ siio jdi ekjn manush hten, tini onj sbar mto kichu pete kaj krtenà¥¤",,Positive,
7865,"""smta ekti pdarthbidjar smsja njà¦¼"" pdarthbidja - mhabishb kibhabe kaj kre tar ganitik bjakhjaà¥¤",,Neutral,
7866,"mne hcche apni sman phlaphl can, sman sujog can naà¥¤ apni ekti ba onj thakte pare, apni ubhjà¦¼ thakte pare na.",,Neutral,
7867,"ah, je moulik. ebng tini ekhno eti bujhte paren na",,Neutral,
7868,"modda ktha hl, amra jkhn bli amra sman odhikar cai tkhn nariira kii bojhajà¦¼ ta sb purushi bojhenà¥¤ tara shudhu tader kshmta chadà¦¼te cajà¦¼ naà¥¤",,Positive,
7869,"eta durbhagjjnk je apni bishbas kren, kintu apnar bishbas bastbtar upr bhitti kre njà¦¼à¥¤ purushtntrer karne smaj bhenge pdà¦¼cheà¥¤",,Positive,
7870,"beshirbhag purushi sntan prsber jntrna shj krte parben naà¥¤ tader keui grbhdharn, jnmdan ebng jiibnke khaojà¦¼ano (stnjdan) krte skshm njà¦¼à¥¤ amra ubhjà¦¼ bhinnbhabe nirmit hjà¦¼. ubhjà¦¼ lingg onjtir cejà¦¼e bhal njà¦¼à¥¤ amra sbai manush ebng amra sbai sman odhikar prapjà¥¤",,Positive,
7871,nijer kachei blunà¥¤ hjà¦¼to apnar bhalo lagbe ðŸ˜‰,,Neutral,
7872,sejnj amader mene nite hbeà¥¤,,Positive,
7873,"""beshirbhag mhilara ta pricalna krte pare na ja purushra pricalna krte pare""? apni ki ekti udahrn dite paren?",,Neutral,
7874,kichu purush nariibad ba smtar orth bujhte parenià¥¤,,Neutral,
7875,ami khubi obak chilam! ami puro kthopkthn shunte cai tai ami jani kibhabe ebng ken tara ete jdà¦¼it chil?!!,,Neutral,
7876,"karn kichu karne manush ekhno nariibad nijà¦¼e hahakar krche ebng tader odhikar nijà¦¼e obhijog krche, ebng bchrer pr bchr dhreà¥¤",,Neutral,
7877,"manusher jnj kichu purusher shreshthtb onubhuutir karne, eti ekti onthiin alocna hbeà¥¤",,Positive,
7878,"ken nariira jkhn smtar ktha ble, purushra tkhni ldà¦¼aijà¦¼er ktha bhabe... tader mne ektai ktha?",,Neutral,
7879,shktishalii ebng onuprernadajà¦¼k!,,Positive,
7880,"sundrii jubtii, ebng stji, tini ekjn durdant bktaà¥¤",,Positive,
7881,ekti mhan rol mdel ebng onuprerna hojà¦¼ar jnj apnake dhnjbad!,,Positive,
7882,ami take khub bhalobasi!!,,Positive,
7883,"rajniitibid edmnd bark blechen: ""oshubh shktir jjà¦¼er jnj ja ja prjà¦¼ojn ta hl bhal purush ebng mhilader kichui kra ucit njà¦¼à¥¤"" ami prtiti shbder sathe smpuurn ekmtà¥¤ apnar ophisijà¦¼al amntrner jnj apnake dhnjbad.",,Positive,
7884,apni jkhn purushder sathe dekha kren tkhn eti ekti bhinn jgtà¥¤ purushder sathe dbndb netiback hjà¦¼e othe karn purushra tader nijsb jgte bas kre ebng mhilader sathe tader nijsb upajà¦¼e acrn kre ebng kkhni mhiladerke prthme ba tader upre rakhe naà¥¤ purushder jege uthte hbe ebng nariira ktta gurutbpuurn se smprke shikshit hte hbe ebng tai tader sathe diirgh smjà¦¼er jnj smmaner sathe acrn krte hbeà¥¤,,Positive,
7885,darun bktà§ƒtaà¥¤,,Positive,
7886,"dhrm, srkar o bjbsajà¦¼ kshmtar pde smta prtishthit na hojà¦¼a prjnt nariibad tike thakbeà¥¤",,Positive,
7887,"ami dà§ƒdhà¦¼bhabe bishbas kri je purush ebng mhilader smanbhabe acrn kra ucità¥¤ durbhagjkrme, eti ghtche ble mne hcche naà¥¤ prtiti pristhiti, emnki jdi eti mejà¦¼etir dosh hjà¦¼, mne hjà¦¼ amar ba onj loker biruddhe pricalit hjà¦¼echeà¥¤ ami jani je mhiladero tader smsja acheà¥¤ eta thik, kkhnoi smta thakbe naà¥¤ amader sbaike ektrit kra onek duure mne hccheà¥¤",,Neutral,
7888,tini prtibhadhr ebng prshngsniijà¦¼... prthm shreniir onars 2:10,,Positive,
7889,"ekhane purushra ei obhinetriike bhalobase, kintu nariibad ebng smta smprke tar bktà§ƒta ghà§ƒna kreà¥¤ bastbta hl purush nariibadiira bhjà¦¼ pajà¦¼ je nariira ekbar kshmta labh krle tara smaje adhiptj bistar krte shuru krbe ebng purushra sei kshmta harate cajà¦¼ naà¥¤ bhjà¦¼er karne mhilara ei karntike smrthn kre na ebng tar nariibadii ebng nariibadii tjatu dejà¦¼... arekti stj: purushra jane je mhilara tader cejà¦¼e shktishalii, kintu tara tader kshmta harate cajà¦¼ na, tai nariira tader kshmtar odhiine thake, kshmtahiin ebng nariibadiira nariider utjkt kreà¥¤ ebng mhilara tader bishbas krte shuru kre ...",,Positive,
7890,"ekjn purush hisabe, amake blte hbe je eti nariibader purushder smsja njà¦¼à¥¤ muult, eti ei bishbas smprke je nariibad detingke kthin ba ekakii kre toleà¥¤ tara aro bishbas kre je nariibad purushder bhotadhikar theke bncit krte pareà¥¤ ami adhunik nariibader kichu lkshjer sathe ekmt, kintu kichu lok ta njà¦¼à¥¤ tai adhunik nariibad ospsht ebng bibhinn nariibadiider bhinn bhinn lkshj rjà¦¼echeà¥¤ etai smsja",,Neutral,
7891,apni kebl nijer stjke osbiikar krechen ebng apni jkhn eti abar pdà¦¼ben tkhn apni bujhte parben ðŸ˜‚,,Neutral,
7892,ami nariibad bhalobasià¥¤ eta narii ebng purush ubhjà¦¼er jnj ktta onjajj ta tule dhrar jnj apnake dhnjbadà¥¤,,Positive,
7893,"tini asle ei stjti tule dhrechilen je onunnt desh ebng unnjà¦¼nshiil deshgulite aro nariibader prjà¦¼ojn ebng eti ekti stjà¥¤ kintu unnt deshe bsbasrt nariider jnjà¥¤ jounta ebng hjà¦¼rani upeksha krun. ekti paribarik jiibn ba ekti smà§ƒddh jiibn beche nin, kichui apnake atkate parbe naà¥¤ nijeke shikar kra bndh krun",,Positive,
7894,"amar dekha sbcejà¦¼e mishti, sbcejà¦¼e spsht, bhal poshak pra car bchr bjà¦¼siià¥¤",,Positive,
7895,prtiti smajer cintajà¦¼ prjnar bikash prjà¦¼ojn...,,Positive,
7896,"ei prshner uttr 9 bchr age deojà¦¼a hjà¦¼echil ebng ami jani eti stjii ekti durdant bktà§ƒta ja onek lokke ektrit kre ebng smta smprkeà¥¤ purush ebng mhila, apnar bktbjer pre hal chedà¦¼e deben naà¥¤ manusher ktha shunun",,Positive,
7897,"ken mhilara eki ""bipjjnk"" kaj krte pare na? tumi parbeà¥¤ etai ekmatr uttrà¥¤ narii-purush eki kaj krte pareà¥¤ nariidero purushder mtoi dkshta o kshmta rjà¦¼echeà¥¤",,Positive,
7898,"ki mhan ebng osamanj mhila, adhunik nariibadiider tar kach theke shekha ucità¥¤",,Positive,
7899,"tini thik blechen, kintu lingg bhuumika onibarj...",,Neutral,
7900,ami mne kri ubhjà¦¼ bishbjuddher smjà¦¼ manush nariibader dharna pchnd krechilà¥¤,,Positive,
7901,iishbrke dhnjbad je amader kache tar mto lok rjà¦¼eche jara bidjman smsjaguli nijà¦¼e ktha blte pareà¥¤,,Positive,
7902,amader aro narii o purusher prjà¦¼ojn jara brtman jnmt nirbisheshe nariibadii adrsher pkshe dandà¦¼ate pareà¥¤,,Positive,
7903,"ami tar ktha shune kendechilam, bahà¥¤ tini ekjn onuprerna",,Positive,
7904,"apni jdi bishbas kren je apnar onjanj bishbas nirbisheshe purush ebng mhilader sman hojà¦¼a ucit, apni ekjn nariibadiià¥¤",,Positive,
7905,ei ekmatr nariibadii ami bhalobasi,,Positive,
7906,"â€œnariibad, sngjna onusare, ei bishbas je purush ebng mhilader sman odhikar ebng sujog thaka ucità¥¤ eti lingger rajnoitik, orthnoitik ebng samajik smtar tttb, kintu eti nariider dbara toiri kra hjà¦¼eche ble bibhrm toiri kreà¥¤ kichu jinis kkhno bdlajà¦¼ naà¥¤ ami anndit je adhunik nariibad ekhno ager mti dbigun ebng sbarthprà¥¤",,Positive,
7907,tini eti khub bhal bjakhja krechen â¤ï¸,,Positive,
7908,lingg smta sbar jnj prjojjà¥¤ ki sundr ktha ðŸ¤§â¤,,Positive,
7909,nariibad hl sei rjadikal dharna je narii manushà¥¤,,Positive,
7910,"nariibad hl smta smprke karn nariider prti boishmj kra hjà¦¼ ebng oneker dbara tader sman hisabe dekha hjà¦¼ na ebng tara purushder ghà§ƒna kre na, shudhumatr tader nipiidà¦¼kra tader dekheà¥¤ cishtu purushder opchnd kra amar bjktigt pchndà¥¤",,Positive,
7911,ami mne kri ontt kichu chot ogrgti ache,,Positive,
7912,"ekjn jnanii ebng buddhiman nariibadiià¥¤ eti smta smprke, tbe lingger pripuurk dkshtake smman krar bishjà¦¼eoà¥¤",,Positive,
7913,ekjn manush akrmnatmk hle ki hjà¦¼? tar bishakt purushtbà¥¤,,Neutral,
7914,purushra nariibader smalocna krle kii hjà¦¼? se ki misjinist?,,Neutral,
7915,"tini tekst ba onj kichu na dekhe ei jnanii, bismjà¦¼kr ebng onuprernamuulk kthagulo blen... bah!",,Positive,
7916,onushiiln onushiiln onushiiln prtishruti ebng karner bishbas dekhajà¦¼,,Positive,
7917,se khub bhalo ktha blte pare,,Positive,
7918,ei nariir prti amar onek shrddha ache ebng asha kri shudhu nariirai njà¦¼ purushrao tar mto neta hte parbeà¥¤ amra sbai sman ebng ubhjà¦¼ linggeri skl odhikar thaka ucità¥¤ ken ei ekk bishjà¦¼ manusher jnj et jtil?,,Positive,
7919,"amar mte, tini ekjn nariibadii (ekjn prkà§ƒt nariibadii) er sera udahrn ebng ei bhidiotite 11,000ti opchnd dekhe ami duhkhità¥¤ eti nariibad smprke ekti bastb bhidio na hle, ar ki?",,Positive,
7920,"sbaike obhibadnà¥¤ tini ekjn nariibadii, amra sbai take bhalobasià¥¤ amader deshe tar mto nariibadii o manbtabadii drkarà¥¤",,Positive,
7921,smtabadii ba smtabadii honà¥¤,,Positive,
7922,"ami mne kri eta thik je tara purushder mt betn pajà¦¼à¥¤ """,,Neutral,
7923,puro bhidio judà¦¼e tini kandchen ken?,,Neutral,
7924,keu ki ekti odbhut onubhuuti ache je tara asle ekhane khelche?,,Neutral,
7925,tai ami pagl nià¥¤ dhnjbad,,Neutral,
7926,ei bktà§ƒtar jnj tini aro nariibadii imej beche nite partenà¥¤,,Neutral,
7927,"chjà¦¼ bchr pre ami ekhno ekhane achi, kandchi ebng kanpchi, kintu ei shbdguli et shktishalii ebng sundr je ami tader brnnao krte pari naà¥¤",,Neutral,
7928,jai ghtuk na ken sbsmjà¦¼ shkt thakun,,Neutral,
7929,ami take pchnd kri karn se khub buddhiman ebng shikshit,,Positive,
7930,"thik ache, apnar smbhbt shant hojà¦¼a ucit ebng ekjn daktarer sathe dekha kra ucità¥¤ eti ekti jrurii mt dekhajà¦¼.",,Neutral,
7931,bhal eta je shant na,,Neutral,
7932,amar skul amake ekhane aste blecheà¥¤,,Neutral,
7933,nariibad shudhu nariider jnj njà¦¼à¥¤ eti purush ebng mhila ubhjà¦¼er jnjà¥¤,,Positive,
7934,"hjan, samjbad chil smtar kthaà¥¤",,Neutral,
7935,"hjan, kintu kmiunijm ebng nariibad smpuurn bhinn jinisà¥¤",,Neutral,
7936,se amar prijà¦¼ ranii,,Positive,
7937,tini bishber sera obhinetrii,,Neutral,
7938,ami take khub bhalobasi ebng se amar adrsh,,Positive,
7939,apnar smprke eti blar klpna krun,,Neutral,
7940,shkh kre pahadà¦¼e jai,,Neutral,
7941,"- accha, eta nijà¦¼e cinta krben naà¥¤",,Neutral,
7942,"ke markin juktrashtrer brtman rashtrpti, ekjn bismjà¦¼kr? ami apnake amar dle neojà¦¼ar jnj dinrat phon krechià¥¤",,Neutral,
7943,pshcima nariider muktià¥¤,,Neutral,
7944,apni ki stjii bishbas kren je apni kichu krechen?,,Neutral,
7945,apni ekti tusharkna mdhje print bhjà¦¼ pacchen?,,Neutral,
7946,"hjan, tini khub bjnggatmk chilen, apni tar uttr theke dekhte pacchenà¥¤ manush aslei boka",,Neutral,
7947,ei bhidiotir muul bishjà¦¼ hlo narii-purusher sman acrn,,Positive,
7948,"eti purushder odhikar smprke tar ktha blar smpuurn bhidio chil na, ba eti smpuurn sngskrno chil na, jar sathe ami smpuurnruupe ekmtà¥¤",,Neutral,
7949,"ami kkhni ekjn selibritike alinggn krte caini, kintu aj ta bdle gecheà¥¤",,Neutral,
7950,janalen mhilati,,Neutral,
7951,ami bhebechilam nariibadii mane koutuuhliià¥¤,,Neutral,
7952,shudhu kichui krben na ebng baje ktha bla bndh krun ebng apni njajà¦¼bicar pabenà¥¤,,Neutral,
7953,ami tar knthe abeg shunte pacchi - se khub jtn kre ebng ami take onek bhalobasi,,Positive,
7954,se ekjn ranii ebng ami take bhalobasi,,Positive,
7955,jara smajer kache nijeke harijà¦¼echen tader talika ami likhte parb naà¥¤ amar bndhu pouncheche karn take ktha blte deojà¦¼a hjà¦¼nià¥¤ amar bndhuke shktishalii ba sbadhiin hte deojà¦¼a hjà¦¼ni ebng se nijeke harijà¦¼echeà¥¤,,Neutral,
7956,"stjii na, tbe se obshji ekjn bdà¦¼ smart lok ðŸ˜‚",,Positive,
7957,tini beshirbhag mhilader cejà¦¼e bhalà¥¤,,Positive,
7958,ken tader et km pchnd hjà¦¼? ei mhila stj blchen ebng sadhubad paojà¦¼ar jogj karn se smjà¦¼ tar bjà¦¼s chil matr 24/25 ja ekti pagl cintaà¥¤,,Positive,
7959,"ei sb ebng puro bktà§ƒta shonar pr, apni ki ekhno mne kren je nariider odhikar thaka ucit njà¦¼? na, sirijà¦¼asli, ekjn mhila jkhn apnar mto hjà¦¼e jajà¦¼ tkhn apni ken ksht paben? sirijà¦¼asli, nariir odhikarer kii dosh? djà¦¼a kre bjakhja krunà¥¤ djà¦¼a kre bjakhja krunà¥¤ djà¦¼a kre bjakhja krun",,Positive,
7960,ami stjii take hte cai,,Neutral,
7961,ami eta pchnd jkhn narii,,Positive,
7962,onugrh kre ekjn sadharn bhkt hnà¥¤ðŸ™,,Neutral,
7963,"ami kandchi na, tumi",,Neutral,
7964,ami thik jani! mnushjtbe bishbas harano hà§ƒdjà¦¼bidarkà¥¤,,Neutral,
7965,tini ktta ashcrjjnk ebng onuprernadajà¦¼k ta brnna krar jnj akshrik orthe kono shbd neià¥¤ tini prthm din thekei amar jnj ekjn adrsh ebng tini ettai shktishalii ebng atmbishbasii je ami bakruddhà¥¤,,Positive,
7966,"amar bhalbasa, karn apni mejà¦¼eli adesh smprke ktha blar smjà¦¼ ami apnar sathe achià¥¤ jkhn amra prkà§ƒtir jiibn smprke ktha blià¥¤ amader jante hbe kibhabe mnojog dite hjà¦¼à¥¤ apni jkhn onjder theke alada ta nijà¦¼e ktha blenà¥¤ smman lageà¥¤",,Positive,
7967,"ken tini adhunik nariibader mukh? tini ekjn sundrii sada mejà¦¼e, britener ekjn bikhjat obhinetrii jini milijà¦¼n dlar ajà¦¼ krechenà¥¤ sirijà¦¼asli, jiibn kthin, tai na? tader tulna krun mdhjpracjer nariider sathe jader kon shiksha nei, kon bhot nei, tara tader sbamiir badhj ba kthor dhrmiijà¦¼ ainer odhiine bsbas krte badhj hjà¦¼à¥¤ egulo prkà§ƒt manbadhikar bishjà¦¼à¥¤ pshcima smaje nariibader lkshj sman odhikar ebng sujoger dike njà¦¼, brng manusher prti bibhinn mnobhaber dikeà¥¤ eti stjii ekti bikà§ƒt jinis ebng prkà§ƒtpkshe samjer bikà§ƒt bipriità¥¤",,Neutral,
7968,bhalo blechen bndhu,,Positive,
7969,tini ekjn otjnt buddhiman nariibadiià¥¤,,Positive,
7970,"islam pdà¦¼unà¥¤ eibhabe, apnar smst cahida sbabhabikbhabei puurn kra hbeà¥¤",,Neutral,
7971,mne hcche eti bhenge pdà¦¼te clecheà§· tar atmar magpherat krunðŸ’—,,Positive,
7972,ota nariibadii,,Positive,
7973,"apni jdi bhidioti dekhen, tini akshrik orthe purushder smsja smprke ktha blechenà¥¤",,Positive,
7974,"ami mntbjer ktha blchilam, bhidio njà¦¼à¥¤ eki mntbje ekadhikbar uttr deojà¦¼ar jnj kjà¦¼ek mas bjjà¦¼ krar jnj dhnjbadà¥¤",,Neutral,
7975,"hjan, kii bhjà¦¼ank jiibn chil tarà¥¤ smà§ƒddh ebng bikhjat soundrj,",,Neutral,
7976,ami pchnd kri je tini blechen je amader spektramke duti bipriit prant (shktishalii/durbl) hisabe bhaba ucit njà¦¼ karn ubhjà¦¼ linggi shktishalii hte pare ebng amra sbai ekià¥¤,,Neutral,
7977,"ami take onek bhalobasi ebng blte pari ami ekjn nariibadii, kintu grbhpatke htja kra ba grbhpatke smrthn kra nariibad njà¦¼à¥¤",,Positive,
7978,ami take nijà¦¼e grbit karn se khub smart!,,Positive,
7979,"ki ekti ashcrjjnk bktà§ƒta, ekjn stjikarer nariibadii, eti shreshthtb smprke njà¦¼ brng smtar ktha, tini stjii ekjn adrshà¥¤",,Positive,
